# file...... output/IEEE_123_feeder_0_swing_node.csv,,,,,,,
# date...... Thu Nov  1 09:19:54 2018,,,,,,,
# user...... gkris756,,,,,,,
# host...... (null),,,,,,,
# target.... meter 187,,,,,,,
# trigger... (none),,,,,,,
# interval.. 30,,,,,,,
# limit..... 0,,,,,,,
# timestamp,measured_current_A,measured_current_B,measured_current_C,measured_voltage_A,measured_voltage_B,measured_voltage_C,measured_power
2013-08-28 13:08:00 PST,+260.269-101.064j,-121.172-101.628j,-35.5401+210.842j,+6584.09-78.3392j,-3359.8-5662.97j,-3224.3+5741.16j,+4.02925e+06+1.46555e+06j
2013-08-28 13:08:30 PST,+237.992-88.8529j,-110.925-95.4911j,-35.3255+211.381j,+6584.73-77.1574j,-3359.11-5664.1j,-3225.6+5741.12j,+3.81496e+06+1.35326e+06j
2013-08-28 13:09:00 PST,+229.292-84.0195j,-110.13-95.4763j,-34.8138+201.002j,+6587.2-72.0832j,-3355.95-5668.77j,-3231.23+5740.72j,+3.69366e+06+1.29044e+06j
2013-08-28 13:09:30 PST,+227.354-82.4401j,-111.154-96.1484j,-34.331+189.949j,+6588.35-69.6808j,-3354.45-5670.96j,-3233.9+5740.52j,+3.62318e+06+1.25233e+06j
2013-08-28 13:10:00 PST,+240.729-89.4252j,-114.011-97.6314j,-34.3554+207.678j,+6585.8-74.4121j,-3357.27-5666.4j,-3228.53+5740.68j,+3.83116e+06+1.36255e+06j
2013-08-28 13:10:30 PST,+248.307-93.6586j,-113.689-97.0495j,-34.4195+210.204j,+6583.68-78.6548j,-3359.87-5662.46j,-3223.8+5740.96j,+3.8914e+06+1.39483e+06j
2013-08-28 13:11:00 PST,+243.173-90.9493j,-122.833-102.29j,-34.2505+197.625j,+6582.57-80.694j,-3361.09-5660.45j,-3221.49+5741.02j,+3.84481e+06+1.37055e+06j
2013-08-28 13:11:30 PST,+244.656-91.854j,-120.796-101.338j,-34.441+191.99j,+6583.87-78.2795j,-3359.65-5662.79j,-3224.24+5740.94j,+3.81091e+06+1.35048e+06j
2013-08-28 13:12:00 PST,+241.555-89.7907j,-122.753-103.22j,-34.5266+178.107j,+6584.67-76.9373j,-3358.89-5664.15j,-3225.82+5740.96j,+3.72832e+06+1.29757e+06j
2013-08-28 13:12:30 PST,+241.242-90.1235j,-122.773-103.581j,-34.667+181.41j,+6585.16-75.9622j,-3358.3-5665.06j,-3226.91+5740.91j,+3.7479e+06+1.30919e+06j
2013-08-28 13:13:00 PST,+234.161-86.1128j,-124.17-104.845j,-35.1298+201.023j,+6585.2-76.0204j,-3358.37-5665.05j,-3226.83+5740.96j,+3.82693e+06+1.34758e+06j
2013-08-28 13:13:30 PST,+231.455-84.7841j,-117.942-100.885j,-34.8877+216.684j,+6584-78.3656j,-3359.8-5662.85j,-3224.17+5741.09j,+3.85459e+06+1.36735e+06j
2013-08-28 13:14:00 PST,+246.284-93.2668j,-126.054-105.794j,-34.764+210.869j,+6583.23-79.7116j,-3360.57-5661.52j,-3222.66+5741.1j,+3.974e+06+1.43247e+06j
2013-08-28 13:14:30 PST,+240.394-90.593j,-126.483-105.68j,-34.4644+212.99j,+6583.33-79.4236j,-3360.38-5661.74j,-3222.94+5741.04j,+3.94701e+06+1.42689e+06j
2013-08-28 13:15:00 PST,+238.625-89.6037j,-123.923-103.425j,-33.9937+195.603j,+6584.49-79.2749j,-3360.83-5662.82j,-3223.68+5741.98j,+3.81323e+06+1.36061e+06j
2013-08-28 13:15:30 PST,+241.478-91.1261j,-131.971-108.557j,-35.0543+200.59j,+6585.37-77.4473j,-3359.69-5664.48j,-3225.69+5741.82j,+3.92041e+06+1.40999e+06j
2013-08-28 13:16:00 PST,+247.046-93.4914j,-131.956-108.873j,-34.7756+197.031j,+6585.08-78.2145j,-3360.21-5663.86j,-3224.9+5741.96j,+3.93767e+06+1.41359e+06j
2013-08-28 13:16:30 PST,+247.327-92.9548j,-130.633-108.22j,-34.3299+201.298j,+6584.17-80.1327j,-3361.41-5662.11j,-3222.78+5742.12j,+3.95427e+06+1.41971e+06j
2013-08-28 13:17:00 PST,+254.365-96.8056j,-124.068-103.9j,-34.5997+202.082j,+6584.65-79.3413j,-3360.96-5662.95j,-3223.72+5742.15j,+3.95988e+06+1.42341e+06j
2013-08-28 13:17:30 PST,+255.65-97.274j,-126.793-105.297j,-33.8224+198.721j,+6584.57-79.1736j,-3360.77-5662.96j,-3223.83+5742j,+3.96356e+06+1.43085e+06j
2013-08-28 13:18:00 PST,+250.972-94.8841j,-128.218-106.071j,-34.1666+205.336j,+6584.35-79.5904j,-3361.03-5662.55j,-3223.34+5742.01j,+3.98079e+06+1.43999e+06j
2013-08-28 13:18:30 PST,+244.977-92.3956j,-132.775-108.949j,-34.53+202.443j,+6584.09-80.0855j,-3361.33-5662.06j,-3222.77+5742.03j,+3.95724e+06+1.42844e+06j
2013-08-28 13:19:00 PST,+231.576-85.0109j,-123.351-103.887j,-34.9617+208.962j,+6584.41-79.4882j,-3360.98-5662.63j,-3223.42+5742.01j,+3.84696e+06+1.36349e+06j
2013-08-28 13:19:30 PST,+229.063-83.643j,-114.828-98.9314j,-35.5111+203.373j,+6586.93-74.7992j,-3358.17-5667.17j,-3228.74+5741.85j,+3.74374e+06+1.30508e+06j
2013-08-28 13:20:00 PST,+237.842-88.9348j,-115.246-98.6036j,-34.7511+198.578j,+6584.24-80.2784j,-3361.57-5662.11j,-3222.67+5742.26j,+3.77114e+06+1.32795e+06j
2013-08-28 13:20:30 PST,+238.862-88.8187j,-116.494-99.3896j,-34.4499+187.72j,+6584.35-80.1241j,-3361.49-5662.28j,-3222.88+5742.28j,+3.7232e+06+1.29838e+06j
2013-08-28 13:21:00 PST,+249.128-94.8408j,-118.141-100.59j,-34.0148+186.554j,+6583.01-82.9143j,-3363.23-5659.74j,-3219.81+5742.51j,+3.79533e+06+1.33936e+06j
2013-08-28 13:21:30 PST,+255.701-98.1782j,-121.091-102.28j,-34.3578+204.007j,+6582.59-83.4966j,-3363.52-5659.1j,-3219.09+5742.44j,+3.95958e+06+1.42558e+06j
2013-08-28 13:22:00 PST,+251.518-95.65j,-117.906-100.041j,-34.7257+196.396j,+6582.43-83.9938j,-3363.87-5658.71j,-3218.58+5742.56j,+3.86594e+06+1.37186e+06j
2013-08-28 13:22:30 PST,+259.741-101.094j,-125.123-103.874j,-34.8164+208.311j,+6581.28-86.0728j,-3365.1-5656.67j,-3216.2+5742.59j,+4.03499e+06+1.47124e+06j
2013-08-28 13:23:00 PST,+241.596-90.7677j,-130.507-107.199j,-35.4756+216.37j,+6581.33-85.936j,-3365.02-5656.74j,-3216.3+5742.56j,+4e+06+1.44632e+06j
2013-08-28 13:23:30 PST,+242.194-91.1717j,-135.069-109.912j,-35.7812+220.494j,+6581.7-85.4027j,-3364.74-5657.33j,-3216.94+5742.62j,+4.05944e+06+1.47752e+06j
2013-08-28 13:24:00 PST,+254.734-97.7321j,-141.567-113.409j,-35.2332+221.869j,+6580.09-88.5061j,-3366.62-5654.39j,-3213.47+5742.78j,+4.19005e+06+1.54984e+06j
2013-08-28 13:24:30 PST,+247.446-93.1502j,-129.957-107.081j,-35.2187+213.06j,+6581.37-86.1839j,-3365.25-5656.66j,-3216.12+5742.72j,+4.01644e+06+1.44948e+06j
2013-08-28 13:25:00 PST,+248.683-94.1422j,-124.601-103.514j,-34.5755+197.635j,+6582.63-88.6239j,-3367.99-5656.55j,-3214.66+5745.04j,+3.89709e+06+1.39054e+06j
2013-08-28 13:25:30 PST,+246.088-92.6613j,-119.733-101.152j,-34.5037+204.454j,+6582.94-87.9028j,-3367.52-5657.18j,-3215.43+5744.95j,+3.88909e+06+1.38426e+06j
2013-08-28 13:26:00 PST,+246.947-93.5439j,-108.165-94.5465j,-35.2353+200.78j,+6583.53-86.9024j,-3366.94-5658.21j,-3216.6+5744.96j,+3.79987e+06+1.33148e+06j
2013-08-28 13:26:30 PST,+243.775-91.7525j,-105.252-92.3664j,-35.2035+199.301j,+6584.86-84.2765j,-3365.33-5660.68j,-3219.53+5744.8j,+3.74831e+06+1.30801e+06j
2013-08-28 13:27:00 PST,+240.354-90.3277j,-111.672-96.0805j,-34.7808+197.211j,+6584.54-84.7194j,-3365.56-5660.16j,-3218.98+5744.74j,+3.75483e+06+1.31813e+06j
2013-08-28 13:27:30 PST,+230.841-85.2018j,-114.149-97.7278j,-35.1265+191.322j,+6585.77-82.223j,-3364.02-5662.45j,-3221.75+5744.55j,+3.67687e+06+1.27435e+06j
2013-08-28 13:28:00 PST,+224.074-81.0933j,-114.413-97.8858j,-35.0231+191.191j,+6586.38-81.071j,-3363.33-5663.55j,-3223.05+5744.51j,+3.63278e+06+1.24974e+06j
2013-08-28 13:28:30 PST,+238.797-90.2139j,-111.486-96.2156j,-35.0015+202.344j,+6585.03-83.6829j,-3364.91-5661.11j,-3220.12+5744.65j,+3.77497e+06+1.33196e+06j
2013-08-28 13:29:00 PST,+239.577-89.8935j,-117.505-99.8349j,-35.1934+208.889j,+6584.79-84.1994j,-3365.24-5660.63j,-3219.54+5744.7j,+3.859e+06+1.37129e+06j
2013-08-28 13:29:30 PST,+247.196-94.5116j,-121.131-101.614j,-35.4689+215.218j,+6583.17-87.3712j,-3367.18-5657.65j,-3215.99+5744.88j,+3.96883e+06+1.43213e+06j
2013-08-28 13:30:00 PST,+258.177-101.058j,-133.855-108.6j,-35.3676+213.687j,+6580.83-94.0707j,-3371.8-5652.27j,-3209.04+5746.2j,+4.11508e+06+1.51366e+06j
2013-08-28 13:30:30 PST,+248.933-94.8649j,-138.093-111.535j,-35.4974+219.267j,+6580.13-95.4728j,-3372.68-5650.93j,-3207.45+5746.29j,+4.11692e+06+1.50395e+06j
2013-08-28 13:31:00 PST,+246.233-93.3097j,-135.353-109.834j,-34.9805+215.924j,+6579.97-95.9894j,-3373.04-5650.54j,-3206.92+5746.41j,+4.05931e+06+1.47612e+06j
2013-08-28 13:31:30 PST,+247.903-93.8917j,-134.086-109.304j,-34.7518+214.182j,+6580.27-95.379j,-3372.66-5651.11j,-3207.6+5746.37j,+4.05238e+06+1.47059e+06j
2013-08-28 13:32:00 PST,+249.005-93.494j,-129.219-107.004j,-34.5413+206.379j,+6580.42-95.3259j,-3372.69-5651.28j,-3207.74+5746.48j,+3.98475e+06+1.42438e+06j
2013-08-28 13:32:30 PST,+249.166-93.9478j,-127.992-106.161j,-34.3108+197.244j,+6582-92.2843j,-3370.85-5654.17j,-3211.18+5746.32j,+3.92398e+06+1.39743e+06j
2013-08-28 13:33:00 PST,+240.513-89.4945j,-127.799-106.569j,-34.6679+197.176j,+6582.75-90.7713j,-3369.92-5655.56j,-3212.85+5746.22j,+3.86914e+06+1.36522e+06j
2013-08-28 13:33:30 PST,+243.223-91.4407j,-123.451-104.127j,-34.5842+189.794j,+6582.62-91.0071j,-3370.05-5655.34j,-3212.6+5746.23j,+3.81598e+06+1.33804e+06j
2013-08-28 13:34:00 PST,+242.901-92.1656j,-122.462-103.226j,-34.7376+206.059j,+6583.03-89.985j,-3369.37-5656.21j,-3213.66+5746.06j,+3.89947e+06+1.39234e+06j
2013-08-28 13:34:30 PST,+239.758-90.2858j,-125.69-105.025j,-34.5634+199.231j,+6582.4-91.1079j,-3370.03-5655.09j,-3212.38+5746.08j,+3.85974e+06+1.3707e+06j
2013-08-28 13:35:00 PST,+244.184-92.8528j,-126.694-105.379j,-34.9141+203.623j,+6580.95-94.904j,-3372.59-5651.95j,-3208.37+5746.73j,+3.92084e+06+1.40121e+06j
2013-08-28 13:35:30 PST,+243.178-91.9428j,-124.61-104.078j,-34.9466+215.292j,+6580.36-96.2745j,-3373.49-5650.75j,-3206.87+5746.9j,+3.96687e+06+1.42422e+06j
2013-08-28 13:36:00 PST,+248.015-94.4483j,-118.909-100.421j,-35.2174+214.885j,+6580.04-96.8235j,-3373.79-5650.22j,-3206.24+5746.9j,+3.95751e+06+1.41711e+06j
2013-08-28 13:36:30 PST,+257.904-100.078j,-123.294-102.478j,-34.5696+194.872j,+6580.08-96.7147j,-3373.71-5650.31j,-3206.4+5746.88j,+3.93245e+06+1.41066e+06j
2013-08-28 13:37:00 PST,+249.118-95.1748j,-129.351-105.688j,-34.3855+196.542j,+6580.18-96.2349j,-3373.36-5650.62j,-3206.85+5746.73j,+3.92169e+06+1.40936e+06j
2013-08-28 13:37:30 PST,+260.679-101.646j,-130.464-105.432j,-34.653+195.703j,+6579.6-97.3268j,-3374-5649.58j,-3205.63+5746.77j,+3.99664e+06+1.45297e+06j
2013-08-28 13:38:00 PST,+250.371-95.3605j,-134.201-108.115j,-34.5151+207.107j,+6580.12-96.4229j,-3373.49-5650.46j,-3206.64+5746.76j,+4.02116e+06+1.46268e+06j
2013-08-28 13:38:30 PST,+251.72-95.9948j,-126.441-103.863j,-34.2285+208.914j,+6579.63-97.3858j,-3374.07-5649.57j,-3205.56+5746.82j,+3.98929e+06+1.44398e+06j
2013-08-28 13:39:00 PST,+238.841-88.8705j,-126.689-104.674j,-34.2021+201.417j,+6581.11-94.6413j,-3372.45-5652.2j,-3208.67+5746.73j,+3.86637e+06+1.37506e+06j
2013-08-28 13:39:30 PST,+239.032-88.4106j,-115.679-98.7144j,-34.4251+199.765j,+6581.67-93.6641j,-3371.87-5653.19j,-3209.8+5746.72j,+3.78811e+06+1.32397e+06j
2013-08-28 13:40:00 PST,+236.187-86.9481j,-111.197-95.8109j,-34.9314+201.322j,+6581.6-95.613j,-3373.52-5652.16j,-3208.07+5747.64j,+3.74865e+06+1.30004e+06j
2013-08-28 13:40:30 PST,+246.365-93.1008j,-114.473-98.2122j,-35.6951+208.652j,+6581.02-97.0311j,-3374.46-5650.96j,-3206.56+5747.85j,+3.8854e+06+1.36815e+06j
2013-08-28 13:41:00 PST,+248.828-95.3317j,-113.295-97.1225j,-35.2345+224.156j,+6579.8-99.297j,-3375.81-5648.78j,-3203.96+5747.92j,+3.97911e+06+1.43033e+06j
2013-08-28 13:41:30 PST,+251.914-97.26j,-113.804-97.4354j,-34.6326+211.092j,+6579.45-99.6358j,-3375.93-5648.31j,-3203.52+5747.79j,+3.92594e+06+1.40586e+06j
2013-08-28 13:42:00 PST,+257.217-100.362j,-114.134-97.6586j,-34.8528+216.339j,+6578.66-101.195j,-3376.88-5646.85j,-3201.78+5747.88j,+3.99426e+06+1.44127e+06j
2013-08-28 13:42:30 PST,+250.976-95.957j,-123.412-102.828j,-34.7669+217.593j,+6578.63-101.34j,-3377-5646.73j,-3201.62+5747.93j,+4.02023e+06+1.45227e+06j
2013-08-28 13:43:00 PST,+254.2-98.0794j,-126.936-104.894j,-34.8479+190.504j,+6579.47-99.6476j,-3375.95-5648.3j,-3203.55+5747.82j,+3.90989e+06+1.39282e+06j
2013-08-28 13:43:30 PST,+260.886-101.942j,-132.62-107.973j,-34.8566+197.895j,+6580.09-98.4755j,-3375.25-5649.43j,-3204.88+5747.77j,+4.03347e+06+1.46377e+06j
2013-08-28 13:44:00 PST,+246.027-94.1406j,-131.786-106.934j,-35.1718+199.189j,+6579.37-99.7405j,-3375.99-5648.16j,-3203.4+5747.78j,+3.93455e+06+1.41411e+06j
2013-08-28 13:44:30 PST,+238.271-89.7826j,-132.776-107.571j,-35.5303+215.903j,+6579.96-98.4271j,-3375.15-5649.3j,-3204.79+5747.62j,+3.98729e+06+1.44205e+06j
2013-08-28 13:45:00 PST,+225.082-82.4487j,-128.884-105.376j,-35.2674+217.795j,+6579.99-98.7313j,-3375.44-5649.17j,-3204.52+5747.8j,+3.88437e+06+1.3879e+06j
2013-08-28 13:45:30 PST,+223.369-80.5874j,-127.946-105.19j,-35.0851+215.017j,+6581.23-96.2582j,-3373.92-5651.48j,-3207.28+5747.64j,+3.85233e+06+1.36501e+06j
2013-08-28 13:46:00 PST,+242.805-90.9691j,-123.088-102.629j,-34.3505+209.025j,+6580.22-98.3634j,-3375.22-5649.58j,-3205+5747.82j,+3.91345e+06+1.3962e+06j
2013-08-28 13:46:30 PST,+244.426-92.0767j,-112.222-96.4898j,-34.7853+206.352j,+6581.61-95.6533j,-3373.56-5652.16j,-3208.04+5747.67j,+3.83912e+06+1.35347e+06j
2013-08-28 13:47:00 PST,+243.627-90.7199j,-118.365-100.424j,-34.6262+198.949j,+6582.26-94.5631j,-3372.95-5653.26j,-3209.32+5747.69j,+3.83378e+06+1.344e+06j
2013-08-28 13:47:30 PST,+237.961-87.8243j,-128.713-106.813j,-34.5211+196.082j,+6581.36-96.4843j,-3374.17-5651.5j,-3207.21+5747.87j,+3.85031e+06+1.35251e+06j
2013-08-28 13:48:00 PST,+261.152-101.424j,-129.651-107.312j,-34.5677+203.923j,+6580.77-97.6917j,-3374.91-5650.41j,-3205.89+5747.96j,+4.05537e+06+1.46741e+06j
2013-08-28 13:48:30 PST,+259.229-101.271j,-124.602-104.043j,-34.8447+217.12j,+6579.2-100.453j,-3376.51-5647.68j,-3202.69+5747.98j,+4.08361e+06+1.48773e+06j
2013-08-28 13:49:00 PST,+257.731-100.864j,-126.658-104.719j,-35.1656+230.846j,+6577.55-103.59j,-3378.4-5644.67j,-3199.13+5748.12j,+4.16412e+06+1.53427e+06j
2013-08-28 13:49:30 PST,+246.629-94.7335j,-117.652-99.5332j,-34.9396+222.233j,+6578.5-101.658j,-3377.21-5646.46j,-3201.27+5747.97j,+3.98067e+06+1.4369e+06j
2013-08-28 13:50:00 PST,+238.685-89.502j,-125.481-104.107j,-34.3995+193.985j,+6579.23-103.029j,-3378.77-5646.39j,-3200.48+5749.3j,+3.81676e+06+1.3441e+06j
2013-08-28 13:50:30 PST,+253.901-98.6059j,-121.739-101.719j,-34.2062+195.717j,+6579.97-101.667j,-3377.95-5647.74j,-3202.05+5749.26j,+3.90115e+06+1.397e+06j
2013-08-28 13:51:00 PST,+246.448-94.4065j,-134.636-108.598j,-34.5665+190.208j,+6580.79-99.8659j,-3376.81-5649.31j,-3204.01+5749.07j,+3.90366e+06+1.40124e+06j
2013-08-28 13:51:30 PST,+256.283-99.3456j,-136.631-109.745j,-34.3197+186.722j,+6579.31-102.759j,-3378.57-5646.6j,-3200.79+5749.24j,+3.96104e+06+1.42836e+06j
2013-08-28 13:52:00 PST,+246.813-94.2368j,-133.268-107.636j,-34.6419+201.824j,+6579.39-102.693j,-3378.56-5646.69j,-3200.85+5749.27j,+3.96282e+06+1.43038e+06j
2013-08-28 13:52:30 PST,+238.291-89.1125j,-131.42-106.435j,-34.615+200.562j,+6579.13-103.088j,-3378.77-5646.25j,-3200.36+5749.23j,+3.8858e+06+1.38699e+06j
2013-08-28 13:53:00 PST,+225.907-82.6912j,-116.877-98.7172j,-34.8778+214.115j,+6580.7-100.042j,-3376.92-5649.14j,-3203.74+5749.07j,+3.78995e+06+1.33392e+06j
2013-08-28 13:53:30 PST,+253.792-97.6702j,-118.113-99.4149j,-34.7744+216.686j,+6579.9-101.717j,-3377.95-5647.65j,-3201.94+5749.22j,+3.99742e+06+1.44198e+06j
2013-08-28 13:54:00 PST,+253.735-97.4736j,-118.485-99.884j,-34.7488+214.113j,+6579.17-103.275j,-3378.94-5646.25j,-3200.23+5749.37j,+3.98598e+06+1.43201e+06j
2013-08-28 13:54:30 PST,+249.903-94.6183j,-123.114-102.864j,-33.8585+212.41j,+6580.57-100.587j,-3377.32-5648.79j,-3203.25+5749.23j,+3.98052e+06+1.43129e+06j
2013-08-28 13:55:00 PST,+239.64-89.5973j,-120.741-101.202j,-33.9627+200.512j,+6579.74-100.555j,-3376.88-5648.07j,-3202.86+5748.5j,+3.82652e+06+1.35261e+06j
2013-08-28 13:55:30 PST,+249.387-95.522j,-128.798-106j,-34.2873+203.859j,+6578.61-102.502j,-3378-5646.12j,-3200.63+5748.5j,+3.9656e+06+1.42736e+06j
2013-08-28 13:56:00 PST,+257.975-100.662j,-126.839-104.727j,-34.9624+215.583j,+6577.72-104.281j,-3379.09-5644.48j,-3198.64+5748.61j,+4.07824e+06+1.48587e+06j
2013-08-28 13:56:30 PST,+262.317-103.604j,-118.203-99.6433j,-35.0906+205.038j,+6577.8-104.279j,-3379.12-5644.57j,-3198.7+5748.69j,+3.98908e+06+1.43876e+06j
2013-08-28 13:57:00 PST,+260.403-102.728j,-110.807-95.0792j,-35.4101+211.84j,+6577.42-104.941j,-3379.5-5643.92j,-3197.93+5748.69j,+3.9657e+06+1.42631e+06j
2013-08-28 13:57:30 PST,+255.158-99.8009j,-101.783-89.7832j,-35.445+204.581j,+6580.72-98.4894j,-3375.56-5650.01j,-3205.16+5748.32j,+3.82941e+06+1.3556e+06j
2013-08-28 13:58:00 PST,+240.206-91.3765j,-130.705-106.572j,-35.1117+208.83j,+6579.33-101.106j,-3377.16-5647.43j,-3202.17+5748.42j,+3.94578e+06+1.42202e+06j
2013-08-28 13:58:30 PST,+229.031-84.9027j,-134.968-108.797j,-34.4521+193.311j,+6579.38-100.707j,-3376.85-5647.65j,-3202.55+5748.26j,+3.80718e+06+1.35145e+06j
2013-08-28 13:59:00 PST,+232.162-86.1861j,-138.701-111.141j,-34.823+205.335j,+6579.2-101.276j,-3377.25-5647.2j,-3201.95+5748.39j,+3.92408e+06+1.40874e+06j
2013-08-28 13:59:30 PST,+242.878-91.3466j,-131.384-106.144j,-34.4836+203.055j,+6578.13-103.429j,-3378.57-5645.23j,-3199.57+5748.54j,+3.92783e+06+1.4103e+06j
2013-08-28 14:00:00 PST,+247.147-93.7296j,-121.465-101.142j,-34.8262+213.404j,+6579.53-102.134j,-3378.14-5647.11j,-3201.39+5749.11j,+3.95555e+06+1.41868e+06j
2013-08-28 14:00:30 PST,+256.989-99.2008j,-118.033-99.5419j,-34.3878+216.824j,+6577.95-103.589j,-3378.6-5645.04j,-3199.35+5748.47j,+4.01787e+06+1.45193e+06j
2013-08-28 14:01:00 PST,+252.136-96.9219j,-119.913-100.684j,-34.3836+213.743j,+6577.2-105.015j,-3379.46-5643.66j,-3197.74+5748.53j,+3.98065e+06+1.43333e+06j
2013-08-28 14:01:30 PST,+242.021-91.2154j,-126.621-104.29j,-34.5769+230.701j,+6577.46-104.414j,-3379.08-5644.16j,-3198.34+5748.45j,+4.05466e+06+1.47605e+06j
2013-08-28 14:02:00 PST,+238.575-89.6493j,-118.295-99.2646j,-34.9822+222.838j,+6578.04-103.271j,-3378.38-5645.24j,-3199.63+5748.38j,+3.93152e+06+1.40944e+06j
2013-08-28 14:02:30 PST,+239.173-90.7978j,-127.379-104.873j,-34.7274+209.695j,+6577.94-103.361j,-3378.41-5645.1j,-3199.52+5748.34j,+3.92152e+06+1.4086e+06j
2013-08-28 14:03:00 PST,+242.093-92.1612j,-127.972-105.028j,-34.9729+208.911j,+6578.17-102.897j,-3378.13-5645.53j,-3200.04+5748.31j,+3.94005e+06+1.4165e+06j
2013-08-28 14:03:30 PST,+255.055-99.9186j,-120.801-101.261j,-35.1698+199.114j,+6577.67-103.926j,-3378.75-5644.62j,-3198.94+5748.4j,+3.92487e+06+1.40524e+06j
2013-08-28 14:04:00 PST,+249.45-96.5784j,-124.172-103.553j,-35.3009+203.117j,+6578.25-102.934j,-3378.19-5645.6j,-3200.07+5748.4j,+3.93555e+06+1.40791e+06j
2013-08-28 14:04:30 PST,+256.948-100.304j,-127.104-104.898j,-35.1637+206.854j,+6577.91-103.579j,-3378.58-5644.99j,-3199.35+5748.43j,+4.02373e+06+1.45594e+06j
2013-08-28 14:05:00 PST,+264.913-104.611j,-130.465-106.78j,-35.0219+199.977j,+6576.44-109.445j,-3382.92-5640.79j,-3193.56+5750.09j,+4.05904e+06+1.47093e+06j
2013-08-28 14:05:30 PST,+264.263-103.025j,-137.554-110.069j,-34.3379+195.515j,+6575.26-111.645j,-3384.23-5638.65j,-3191.07+5750.17j,+4.06907e+06+1.47748e+06j
2013-08-28 14:06:00 PST,+258.609-100.202j,-136.886-109.669j,-34.0451+199.951j,+6575.72-110.81j,-3383.74-5639.46j,-3192+5750.15j,+4.05172e+06+1.4736e+06j
2013-08-28 14:06:30 PST,+238.524-88.7846j,-125.903-103.017j,-34.3892+199j,+6577.34-107.5j,-3381.7-5642.51j,-3195.65+5749.89j,+3.83957e+06+1.35856e+06j
2013-08-28 14:07:00 PST,+238.75-89.7316j,-131.035-106.586j,-33.9799+214.649j,+6577.42-107.379j,-3381.64-5642.63j,-3195.77+5749.9j,+3.96733e+06+1.4341e+06j
2013-08-28 14:07:30 PST,+236.521-89.0793j,-122.644-102.118j,-34.5688+227.851j,+6576.89-108.358j,-3382.22-5641.7j,-3194.64+5749.93j,+3.97671e+06+1.4359e+06j
2013-08-28 14:08:00 PST,+231.355-86.0001j,-129.155-105.66j,-34.5736+214.753j,+6577.98-106.139j,-3380.85-5643.73j,-3197.12+5749.77j,+3.90927e+06+1.40065e+06j
2013-08-28 14:08:30 PST,+231.928-86.4711j,-135.119-109.766j,-33.9739+223.028j,+6577.49-106.944j,-3381.3-5642.89j,-3196.16+5749.74j,+4.00197e+06+1.45276e+06j
2013-08-28 14:09:00 PST,+233.351-86.9703j,-128.113-105.394j,-34.5283+218.684j,+6576.38-109.295j,-3382.78-5640.77j,-3193.58+5749.95j,+3.93968e+06+1.41243e+06j
2013-08-28 14:09:30 PST,+252.534-97.5077j,-122.361-101.97j,-34.1342+203.266j,+6577.41-107.429j,-3381.66-5642.64j,-3195.77+5749.92j,+3.93851e+06+1.41315e+06j
2013-08-28 14:10:00 PST,+257.598-101.312j,-101.807-89.5597j,-34.5495+204.336j,+6575.63-110.882j,-3383.75-5639.41j,-3191.89+5750.11j,+3.83989e+06+1.36227e+06j
2013-08-28 14:10:30 PST,+272.682-109.523j,-102.362-89.8673j,-34.9883+191.325j,+6577.98-106.216j,-3380.87-5643.8j,-3197.15+5749.82j,+3.87054e+06+1.37587e+06j
2013-08-28 14:11:00 PST,+271.543-108.783j,-110.29-94.8839j,-35.091+193.297j,+6577.34-107.553j,-3381.71-5642.56j,-3195.67+5749.93j,+3.92968e+06+1.40369e+06j
2013-08-28 14:11:30 PST,+267.9-106.86j,-124.826-103.657j,-35.1142+195.638j,+6576.14-110.063j,-3383.3-5640.24j,-3192.89+5750.14j,+4.01754e+06+1.44932e+06j
2013-08-28 14:12:00 PST,+255.727-99.9863j,-130.783-107.157j,-35.055+207.152j,+6575.85-110.658j,-3383.68-5639.66j,-3192.19+5750.19j,+4.04261e+06+1.46388e+06j
2013-08-28 14:12:30 PST,+240.124-91.5176j,-133.595-108.163j,-34.5979+218.557j,+6574.94-112.358j,-3384.71-5637.99j,-3190.22+5750.24j,+4.01821e+06+1.46015e+06j
2013-08-28 14:13:00 PST,+247.488-95.1646j,-133.818-108.228j,-34.3991+218.433j,+6575.21-111.647j,-3384.22-5638.6j,-3190.98+5750.12j,+4.06682e+06+1.48559e+06j
2013-08-28 14:13:30 PST,+249.213-95.521j,-134.605-108.731j,-33.9872+210.817j,+6575.27-111.497j,-3384.12-5638.72j,-3191.15+5750.1j,+4.03859e+06+1.46865e+06j
2013-08-28 14:14:00 PST,+256.16-98.7617j,-143.634-113.882j,-33.8614+210.567j,+6574.99-111.999j,-3384.42-5638.22j,-3190.59+5750.11j,+4.14234e+06+1.52221e+06j
2013-08-28 14:14:30 PST,+255.137-98.7321j,-136.195-109.994j,-34.7363+214.184j,+6573.62-114.849j,-3386.2-5635.63j,-3187.43+5750.35j,+4.11194e+06+1.49776e+06j
2013-08-28 14:15:00 PST,+237.594-89.5123j,-136.272-109.924j,-34.2291+218.314j,+6574.1-116.774j,-3388.12-5635.05j,-3185.97+5751.72j,+4.01829e+06+1.45485e+06j
2013-08-28 14:15:30 PST,+236.215-88.9172j,-125.408-103.575j,-34.0691+207.949j,+6575.91-113.124j,-3385.85-5638.46j,-3190.05+5751.46j,+3.87669e+06+1.38183e+06j
